City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,gobabis,-22.45,18.9667,11.57,25,1,5.65,,1689885426
363,laghouat,33.8,2.8651,36.7,8,95,1.24,DZ,1689885202
364,ampere,-25.915,-53.4728,18.55,85,66,2.12,BR,1689885447
365,arar,30.9753,41.0381,37.01,6,0,5.14,SA,1689885447
366,touros,-5.1989,-35.4608,25.13,69,18,8.02,BR,1689885252
367,pervomayskoye,43.919,46.7102,23.01,59,3,3.15,RU,1689885447
368,ulricehamn,57.7916,13.4142,13.3,82,78,4.55,SE,1689885447
369,usogorsk,63.4106,48.6872,15.46,98,53,3.25,RU,1689885447
370,gadzhiyevo,69.2551,33.3362,8.54,89,100,6.69,RU,1689885447
371,bel ombre,-4.6167,55.4167,26.91,83,75,7.72,SC,1689885447
372,tamanrasset,22.785,5.5228,31.95,12,0,2.06,DZ,1689885447
373,yantongshan,43.2919,126.0094,22.03,89,92,1.03,CN,1689885448
374,nar'yan-mar,67.6713,53.087,11.58,91,100,6.34,RU,1689885176
375,luderitz,-26.6481,15.1594,14.98,48,0,3.5,,1689885448
376,at taraf,25.3628,49.725,35.3,11,26,3.13,SA,1689885448
377,ghanzi,-21.5667,21.7833,13.85,25,25,4.28,BW,1689885448
378,merano,46.6682,11.1595,23.64,94,91,1.26,IT,1689885448
379,covasna,45.85,26.1833,18.26,92,4,0.73,RO,1689885448
380,lockhart,28.6194,-81.4426,35.59,58,40,1.34,US,1689885448
381,tsiombe,-25.3,45.4833,18.92,83,19,4.16,MG,1689885448
382,lycksele,64.5954,18.6735,13.93,94,75,1.03,SE,1689885448
383,independence,39.0911,-94.4155,32.66,47,0,3.6,US,1689885449
384,lavrio,37.7145,24.0565,32.35,57,0,2.72,GR,1689885449
385,jind,29.3167,76.3167,32.64,59,97,2.54,IN,1689885449
386,alindao,5.0267,21.2088,21.86,97,100,1.71,CF,1689885449
387,loen,7.7601,168.2307,28.7,80,95,8.99,MH,1689885449
388,dhidhdhoo,6.8833,73.1,28.13,81,100,8.05,MV,1689885449
389,luninyets,52.2472,26.8047,12.28,94,19,2.96,BY,1689885449
390,east milton,30.6152,-87.0216,37.13,61,40,2.06,US,1689885450
391,aripuana,-9.1667,-60.6333,33.06,31,30,1.11,BR,1689885450
392,massakory,12.996,15.7293,29.71,53,100,0.64,TD,1689885450
393,kantharalak,14.6406,104.6499,23.59,94,97,1.97,TH,1689885187
394,dabakala,8.3667,-4.4333,24.2,89,15,2.11,CI,1689885450
395,virginia beach,36.8529,-75.978,33.03,74,40,4.63,US,1689885401
396,selibaby,15.159,-12.1829,31.34,52,98,5.4,MR,1689885450
397,naifaru,5.4444,73.3657,28.33,77,100,7.52,MV,1689885450
398,lorengau,-2.0226,147.2712,27.26,80,18,3.64,PG,1689885450
399,caibarien,22.5206,-79.4669,28.62,77,83,6.11,CU,1689885196
400,shevchenko,48.5,35.0,18.7,92,100,1.77,UA,1689885451
401,vila velha,-20.3297,-40.2925,22.97,91,75,4.12,BR,1689885451
402,maardu,59.4767,25.025,15.34,84,20,2.57,EE,1689885058
403,kavaratti,10.5669,72.642,28.12,79,100,9.04,IN,1689885451
404,port moresby,-9.4431,147.1797,21.68,94,40,1.54,PG,1689885451
405,chinde,26.8418,88.0763,20.74,81,82,1.56,NP,1689885451
406,bandarbeyla,9.4942,50.8122,23.8,83,100,13.15,SO,1689885226
407,antsiranana,-12.2787,49.2917,24.4,78,100,5.71,MG,1689885451
408,grand-lahou,5.1367,-5.0242,24.61,91,5,3.92,CI,1689885451
409,havre,49.5833,0.3333,15.87,72,0,3.09,FR,1689885456
410,amga,60.8953,131.9608,12.75,98,100,3.54,RU,1689885457
411,beboto,8.2668,16.939,23.2,77,98,1.79,TD,1689885457
412,argo,37.6333,22.7333,29.88,38,1,1.22,GR,1689885457
413,vernon,50.2581,-119.2691,35.97,21,0,1.54,CA,1689885457
414,kavieng,-2.5744,150.7967,27.67,78,20,3.68,PG,1689885457
415,kharp,66.8014,65.8081,17.13,91,96,1.43,RU,1689885457
416,alice springs,-23.7,133.8833,8.75,81,0,4.63,AU,1689885457
417,sodra sandby,56.5667,16.6167,15.5,83,17,6.79,SE,1689885457
418,mossel bay,-34.1831,22.146,7.96,65,0,7.26,ZA,1689885457
419,saint-joseph,-21.3667,55.6167,21.37,77,22,2.05,RE,1689884927
420,sengiley,53.9622,48.7944,17.04,75,17,5.18,RU,1689885458
421,vila franca do campo,37.7167,-25.4333,22.23,75,100,0.43,PT,1689885458
422,ulaangom,49.9811,92.0667,22.21,41,100,4.82,MN,1689885458
423,glace bay,46.1969,-59.957,24.32,90,100,5.14,CA,1689885320
424,pointe michel,15.25,-61.3833,32.52,55,20,2.06,DM,1689885458
425,margate,51.3813,1.3862,17.17,86,94,1.79,GB,1689885269
426,tazovsky,67.4667,78.7,17.14,75,57,4.34,RU,1689885458
427,shenkursk,62.1091,42.896,16.21,99,100,2.88,RU,1689885458
428,olyokminsk,60.3736,120.4264,13.87,97,100,1.84,RU,1689885330
429,mezhova,48.2532,36.7347,17.86,87,100,3.47,UA,1689885458
430,kismayo,-0.3582,42.5454,25.23,85,76,7.88,SO,1689885458
431,bandiagara,14.3501,-3.6104,30.05,42,74,1.36,ML,1689885458
432,krasnyy chikoy,50.3643,108.7512,11.0,61,49,1.19,RU,1689885458
433,chania,35.5122,24.0156,28.78,57,0,0.0,GR,1689885459
434,hasaki,35.7333,140.8333,25.17,87,0,4.5,JP,1689885459
435,mumford,5.2618,-0.759,24.87,89,12,4.27,GH,1689885459
436,bang khla,13.7214,101.2081,27.96,93,99,1.51,TH,1689885459
437,beira,-19.8436,34.8389,23.05,100,20,3.09,MZ,1689885459
438,kuytun,54.3419,101.5036,11.83,63,1,2.12,RU,1689885459
439,raduzhny,62.0961,77.475,18.24,61,100,2.61,RU,1689885459
440,decatur,39.8403,-88.9548,32.86,66,40,5.66,US,1689885305
441,apan,19.7167,-98.4167,21.73,40,22,4.99,MX,1689885459
442,polyarnyy,69.1989,33.4478,8.59,89,100,6.42,RU,1689885459
443,moanda,-1.5575,13.2178,26.5,49,100,1.48,GA,1689885459
444,urengoy,65.9667,78.3667,18.43,64,42,3.39,RU,1689885459
445,ust'-kut,56.7938,105.7672,12.5,80,0,0.63,RU,1689885167
446,yesan,36.6776,126.8427,22.82,91,42,0.74,KR,1689885460
447,faro,37.0194,-7.9322,25.88,50,0,6.17,PT,1689885460
448,tashla,51.7716,52.7427,15.4,65,56,3.62,RU,1689885460
449,tozeur,33.9197,8.1335,39.22,13,0,2.06,TN,1689885460
450,yarovoye,52.9273,78.58,19.99,67,52,3.81,RU,1689885460
451,nshamba,-1.7983,31.5511,18.24,52,6,1.17,TZ,1689885460
452,stawell,-37.05,142.7667,4.63,86,43,1.41,AU,1689885460
453,levuka,50.1834,-105.4011,26.85,34,40,3.6,CA,1689885460
454,port hueneme,34.1478,-119.1951,39.55,52,0,3.09,US,1689885460
455,buloh kasap,2.5536,102.764,23.15,99,100,0.88,MY,1689885460
456,seydi,39.4816,62.9137,27.34,23,0,5.51,TM,1689885460
457,inverloch,-38.6333,145.7167,9.54,74,75,5.91,AU,1689885460
458,luwingu,-10.2621,29.9271,14.64,52,2,1.74,ZM,1689885461
459,natal,-5.795,-35.2094,27.12,69,20,7.72,BR,1689885461
460,lata,40.1629,-8.3327,19.34,96,4,1.61,PT,1689885461
461,shubarshi,48.5872,57.1869,21.41,57,37,2.73,KZ,1689885461
462,bandundu,-3.3167,17.3667,28.13,37,64,1.42,CD,1689885461
463,arias,-33.6441,-62.4027,15.83,50,64,6.02,AR,1689885461
464,saint-gaudens,43.0833,0.6667,17.92,98,94,1.78,FR,1689885461
465,alo,7.4178,6.7371,24.18,95,57,1.88,NG,1689884939
466,tevriz,57.509,72.4042,16.01,95,4,1.2,RU,1689885461
467,mongo,12.1844,18.693,25.77,66,100,1.23,TD,1689885238
468,cromwell,41.5951,-72.6454,31.4,53,75,2.57,US,1689885461
469,thomaston,32.8882,-84.3266,36.16,47,40,5.14,US,1689885462
470,lahti,59.9911,30.1597,15.61,77,97,5.55,RU,1689885462
471,biltine,14.5333,20.9167,30.47,45,90,1.39,TD,1689885462
472,bikenibeu village,1.3673,173.1241,28.98,84,40,1.03,KI,1689885172
473,tyre,33.2733,35.1939,25.67,58,0,0.9,LB,1689885462
474,yonggwang-up,40.0183,127.4547,21.92,90,89,0.68,KP,1689885462
475,salalah,17.0151,54.0924,26.05,100,100,3.09,OM,1689885062
476,bayanaul,50.7889,75.6956,18.4,57,5,3.21,KZ,1689885462
477,betio village,1.358,172.9211,29.02,77,84,5.46,KI,1689885462
478,kalabo,-14.97,22.6814,17.6,33,48,2.42,ZM,1689885462
479,acarau,-2.8856,-40.12,25.88,71,1,7.78,BR,1689885198
480,menongue,-14.6585,17.691,16.05,35,92,0.78,AO,1689885462
481,mbanza-ngungu,-5.25,14.8667,21.84,53,14,1.84,CD,1689885462
482,jwaneng,-24.6004,24.7303,12.25,67,8,9.22,BW,1689885463
483,la punta,-33.1837,-66.3127,16.35,37,88,2.81,AR,1689885463
484,horta,38.5333,-28.6333,21.8,93,20,2.57,PT,1689885463
485,coos bay,43.3665,-124.2179,22.22,72,100,4.12,US,1689885008
486,mogocha,53.7333,119.7667,12.18,69,93,0.71,RU,1689885239
487,al jawf,29.5,38.75,32.11,14,0,3.2,SA,1689885463
488,jieyang,23.5289,116.3642,26.96,92,99,0.29,CN,1689885463
489,glendive,47.1053,-104.7125,26.79,36,40,2.06,US,1689885463
490,bukama,-9.2,25.85,23.48,34,6,0.11,CD,1689885463
491,priob'ye,62.5206,65.5964,17.33,81,63,2.95,RU,1689885200
492,warmbad,-28.45,18.7333,9.8,32,0,3.84,,1689885463
493,sechura,-5.5569,-80.8222,27.05,59,6,7.68,PE,1689885463
494,ulladulla,-35.35,150.4667,8.15,88,8,2.77,AU,1689885059
495,lethem,3.3803,-59.7968,29.97,65,70,1.28,GY,1689885464
496,makhambet,47.6667,51.5833,25.32,31,21,2.17,KZ,1689885464
497,smara,26.7384,-11.6719,23.51,68,0,8.48,EH,1689885464
498,nilanga,18.1,76.7667,21.81,92,100,6.93,IN,1689885464
499,as sulayyil,20.4607,45.5779,35.14,9,93,1.78,SA,1689885464
500,ulanhot,46.0833,122.0833,20.11,91,100,0.23,CN,1689885464
501,chifeng,42.2683,118.9636,21.01,88,49,2.59,CN,1689885351
502,marsa alam,25.0757,34.8918,32.34,41,0,1.23,EG,1689885464
503,floro,61.5996,5.0328,11.98,87,100,3.09,NO,1689885464
504,coronel dorrego,-38.7187,-61.2873,12.44,54,88,7.69,AR,1689885464
505,chum phae,16.5443,102.0992,24.51,93,100,1.45,TH,1689885464
506,ribas do rio pardo,-20.4431,-53.7592,26.22,48,2,3.4,BR,1689885465
507,tres arroyos,-38.3739,-60.2798,11.2,62,55,6.41,AR,1689885465
508,kiunga,-6.1219,141.2906,22.15,95,95,1.14,PG,1689885030
509,gamay,12.3854,125.2979,24.71,93,93,0.93,PH,1689885465
510,oltinko'l,40.8011,72.1634,28.86,27,81,2.69,UZ,1689885465
511,toccoa,34.5773,-83.3324,31.77,69,0,2.06,US,1689885465
512,barcelos,41.5388,-8.6151,20.51,88,1,2.66,PT,1689884947
513,tshikapa,-6.4167,20.8,25.69,29,94,0.99,CD,1689885465
514,port augusta,-32.5,137.7667,6.74,81,33,1.35,AU,1689885465
515,dhrol,22.5667,70.4167,27.55,87,100,5.31,IN,1689885465
516,aqsay,51.1678,52.995,17.89,56,40,3.79,KZ,1689885465
517,johnstown,40.3267,-78.922,30.8,56,40,1.54,US,1689885224
518,beberibe,-4.1797,-38.1306,25.54,75,4,5.79,BR,1689885465
519,tralee,52.2704,-9.7026,11.76,87,27,3.11,IE,1689885191
520,merizo village,13.2658,144.6691,28.1,90,85,5.17,GU,1689885466
521,wynyard,-41.0,145.7167,6.66,77,4,4.07,AU,1689885466
522,loppi,60.7167,24.45,11.84,94,0,2.28,FI,1689885466
523,uttar char fasson,22.2332,90.7132,28.2,86,100,8.28,BD,1689885466
524,jieshi,22.8134,115.8257,27.91,84,91,0.15,CN,1689885466
525,aur,8.1499,171.1687,28.49,82,93,8.87,MH,1689885466
526,al kharijah,25.4514,30.5464,34.44,15,0,3.75,EG,1689885466
527,burley,42.5357,-113.7928,34.61,28,0,2.06,US,1689885466
528,vrangel',42.7297,133.0839,18.51,96,42,0.68,RU,1689885466
529,cannonvale,-20.2833,148.7,19.66,83,25,3.8,AU,1689885467
530,terrace,54.5163,-128.6035,27.34,50,75,0.0,CA,1689885200
531,castillos,-34.1667,-53.8333,13.36,86,100,3.89,UY,1689885224
532,hilo,19.7297,-155.09,25.53,93,100,2.57,US,1689885346
533,kotlas,61.2611,46.6556,15.16,97,86,3.23,RU,1689885467
534,gua musang,4.8823,101.9644,22.58,98,100,0.55,MY,1689885467
535,nemuro,43.3236,145.575,14.6,92,0,2.88,JP,1689885467
536,kuta,-8.7233,115.1723,22.97,83,20,1.03,ID,1689885467
537,ilo,-17.6394,-71.3375,18.48,77,100,2.06,PE,1689885467
538,santa cruz,-17.8,-63.1667,27.7,50,0,8.23,BO,1689884842
539,kokopo,-4.352,152.2633,25.23,85,17,3.2,PG,1689885467
540,aleysk,52.4926,82.7822,15.94,90,24,2.82,RU,1689885467
541,torrington,41.8007,-73.1212,30.8,54,5,0.45,US,1689885390
542,wewak,-3.5534,143.6268,25.37,88,64,2.44,PG,1689885229
543,lautoka,-17.6167,177.4667,22.92,94,40,2.06,FJ,1689884985
544,new plymouth,-39.0667,174.0833,10.45,74,100,10.9,NZ,1689885468
545,maintirano,-18.0667,44.0167,22.77,84,0,5.76,MG,1689885468
546,freetown,8.484,-13.2299,26.84,89,75,4.12,SL,1689885468
547,okha,53.5739,142.9478,11.75,93,100,5.18,RU,1689885469
548,namdrik,5.5994,168.1028,28.1,79,100,8.68,MH,1689885469
549,siwa oasis,29.2041,25.5195,33.36,18,0,2.2,EG,1689885469
550,kingsville,27.5159,-97.8561,40.1,52,20,9.26,US,1689885213
551,bodo,67.28,14.405,14.02,89,20,3.09,NO,1689885470
552,greymouth,-42.4667,171.2,5.27,79,95,6.5,NZ,1689885470
553,tonekabon,36.8163,50.8738,24.97,84,79,0.38,IR,1689885470
554,hun,29.1268,15.9477,31.15,29,0,4.95,LY,1689885470
555,felipe carrillo puerto,19.5833,-88.05,35.32,40,29,3.78,MX,1689885470
556,canico,32.6333,-16.85,23.73,81,20,4.63,PT,1689885471
557,minas de marcona,-15.2119,-75.1103,17.4,63,7,3.93,PE,1689885471
558,birao,10.2849,22.7882,24.34,76,59,2.0,CF,1689885471
559,merignac,44.8325,-0.6338,20.09,68,0,4.12,FR,1689885383
560,puerto el triunfo,13.2833,-88.55,40.48,57,84,4.29,SV,1689885471
561,ambovombe,-25.1667,46.0833,19.74,81,54,4.95,MG,1689885471
562,andergrove,-21.0833,149.1833,17.36,85,42,2.68,AU,1689884887
563,buka,40.8108,69.1986,24.62,27,62,2.29,UZ,1689885471
564,kayes,14.0,-11.0,28.74,64,25,2.0,ML,1689885471
565,kununurra,-15.7667,128.7333,14.99,82,58,0.0,AU,1689885376
566,palmer,42.1584,-72.3287,30.9,40,20,1.54,US,1689885472
